text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
block .),10,ArialMT,400,12,108,137.44,357.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
___ ( i ) The offeror will not supply any end product listed in paragraph ( i )( 1 ) of this provision that,10,ArialMT,400,12,144,564.17,345.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"was mined , produced , or manufactured in the corresponding country as listed for that product . ",10,ArialMT,400,12,144,558.65,334.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
___ ( ii ) The offeror may supply an end product listed in paragraph ( i )( 1 ) of this provision that was,10,ArialMT,400,12,144,570.26,322.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"mined , produced , or manufactured in the corresponding country as listed for that product . The ",10,ArialMT,400,12,144,558.11,311.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
offeror certifies that it has made a good faith effort to determine whether forced or indentured,10,ArialMT,400,12,144,553.65,299.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"child labor was used to mine , produce , or manufacture any such end product furnished under this ",10,ArialMT,400,12,144,573.64,288.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"contract . On the basis of those efforts , the offeror certifies that it is not aware of any such use of ",10,ArialMT,400,12,144,566.42,276.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
child labor .,10,ArialMT,400,12,144,192.33,265.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( j ) Place of manufacture . ( Does not apply unless the solicitation is predominantly for the acquisition of,10,ArialMT,400,12,72,519.41,242.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"manufactured end products .) For statistical purposes only , the offeror shall indicate whether the place of ",10,ArialMT,400,12,72,531.11,230.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
manufacture of the end products it expects to provide in response to this solicitation is predominantly-,10,ArialMT,400,12,72,519.98,219.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 1 ) ___ In the United States ( Check this box if the total anticipated price of offered end products,10,ArialMT,400,12,108,529.33,193.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
manufactured in the United States exceeds the total anticipated price of offered end products,10,ArialMT,400,12,108,518.79,182.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
manufactured outside the United States ); or,10,ArialMT,400,12,108,301.43,170.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 2 ) ___ Outside the United States .,10,ArialMT,400,12,108,259.06,159.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( k ) Certificates regarding exemptions from the application of the Service Contract Labor Standards . ( Certification,10,Arial-ItalicMT,400,12,72,568.3,136.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
by the offeror as to its compliance with respect to the contract also constitutes its certification as to compliance by,10,ArialMT,400,12,72,572.78,124.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
its subcontractor if it subcontracts out the exempt services .) ( The contracting officer is to check a box to indicate if,10,ArialMT,400,12,72,573.32,113.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
paragraph ( k )( 1 ) or ( k )( 2 ) applies .),10,ArialMT,400,12,72,223.13,101.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( 1 ) [ ] Maintenance , calibration , or repair of certain equipment as described in FAR 22.1003-4 ( c )( 1 ). The ",10,ArialMT,400,12,108,565.98,76.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
offeror ___ does ___ does not certify that-,10,ArialMT,400,12,108,293.61,64.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( i ) The items of equipment to be serviced under this contract are used regularly for other than,10,ArialMT,400,13,144,555.28,723.62,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
Governmental purposes and are sold or traded by the offeror ( or subcontractor in the case of an,10,ArialMT,400,13,144,567.56,712.12,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
exempt subcontract ) in substantial quantities to the general public in the course of normal,10,ArialMT,400,13,144,538.66,700.62,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
business operations ;,10,ArialMT,400,13,144,235.68,689.12,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( ii ) The services will be furnished at prices which are , or are based on , established catalog or ",10,ArialMT,400,13,144,553.61,677.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"market prices ( see FAR 22.1003-4 ( c )( 2 )( ii )) for the maintenance , calibration , or repair of such ",10,ArialMT,400,13,144,555.25,666.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
equipment ; and,10,ArialMT,400,13,144,212.9,654.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( iii ) The compensation ( wage and fringe benefits ) plan for all service employees performing work,10,ArialMT,400,13,144,569.74,643.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
under the contract will be the same as that used for these employees and equivalent employees,10,ArialMT,400,13,144,568.1,631.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
servicing the same equipment of commercial customers .,10,ArialMT,400,13,144,393.46,620.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 2 ) [ ] Certain services as described in FAR 22.1003-4 ( d )( 1 ). The offeror ___ does ___ does not certify,10,ArialMT,400,13,108,559.28,597.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
that-,10,ArialMT,400,13,108,127.99,585.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( i ) The services under the contract are offered and sold regularly to non-Governmental,10,ArialMT,400,13,144,525.27,574.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"customers , and are provided by the offeror ( or subcontractor in the case of an exempt ",10,ArialMT,400,13,144,522.51,562.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
subcontract ) to the general public in substantial quantities in the course of normal business,10,ArialMT,400,13,144,545.33,551.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
operations ;,10,ArialMT,400,13,144,193.45,539.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( ii ) The contract services will be furnished at prices that are , or are based on , established catalog ",10,ArialMT,400,13,144,571.39,528.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
or market prices ( see FAR 22.1003-4 ( d )( 2 )( iii ));,10,ArialMT,400,13,144,352.29,516.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( iii ) Each service employee who will perform the services under the contract will spend only a,10,ArialMT,400,13,144,554.16,505.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
small portion of his or her time ( a monthly average of less than 20 percent of the available hours,10,ArialMT,400,13,144,568.11,493.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"on an annualized basis , or less than 20 percent of available hours during the contract period if the ",10,ArialMT,400,13,144,575.35,482.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
contract period is less than a month ) servicing the Government contract ; and,10,ArialMT,400,13,144,482.49,470.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( iv ) The compensation ( wage and fringe benefits ) plan for all service employees performing work,10,ArialMT,400,13,144,570.27,459.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
under the contract is the same as that used for these employees and equivalent employees,10,ArialMT,400,13,144,547.56,447.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
servicing commercial customers .,10,ArialMT,400,13,144,289.01,436.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 3 ) If paragraph ( k )( 1 ) or ( k )( 2 ) of this clause applies-,10,ArialMT,400,13,108,340.76,413.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( i ) If the offeror does not certify to the conditions in paragraph ( k )( 1 ) or ( k )( 2 ) and the Contracting,10,ArialMT,400,13,144,569.7,387.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"Officer did not attach a Service Contract Labor Standards wage determination to the solicitation , ",10,ArialMT,400,13,144,568.08,376.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
the offeror shall notify the Contracting Officer as soon as possible ; and,10,ArialMT,400,13,144,455.21,364.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( ii ) The Contracting Officer may not make an award to the offeror if the offeror fails to execute the,10,ArialMT,400,13,144,572.47,353.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
certification in paragraph ( k )( 1 ) or ( k )( 2 ) of this clause or to contact the Contracting Officer as,10,ArialMT,400,13,144,553.57,341.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
required in paragraph ( k )( 3 )( i ) of this clause .,10,ArialMT,400,13,144,339.04,330.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( l ) Taxpayer Identification Number ( TIN ) ( 26 U . S . C . 6109 , 31 U . S . C . 7701 ). ( Not applicable if the offeror is ",10,ArialMT,400,13,72,538.27,307.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
required to provide this information to the SAM database to be eligible for award .),10,ArialMT,400,13,72,431.61,295.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 1 ) All offerors must submit the information required in paragraphs ( l )( 3 ) through ( l )( 5 ) of this provision to,10,ArialMT,400,13,108,567.6,270.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"comply with debt collection requirements of 31 U . S . C . 7701 ( c ) and 3325 ( d ), reporting requirements of 26 ",10,ArialMT,400,13,108,569.88,258.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"U . S . C . 6041 , 6041A , and 6050M , and implementing regulations issued by the Internal Revenue Service ",10,ArialMT,400,13,108,565.48,247.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( IRS ).,10,ArialMT,400,13,108,134.08,235.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 2 ) The TIN may be used by the Government to collect and report on any delinquent amounts arising out,10,ArialMT,400,13,108,569.34,212.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
of the offeror ' s relationship with the Government ( 31 U . S . C . 7701 ( c )( 3 )). If the resulting contract is subject,10,ArialMT,400,13,108,573.42,201.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"to the payment reporting requirements described in FAR 4.904 , the TIN provided hereunder may be ",10,ArialMT,400,13,108,548.23,189.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
matched with IRS records to verify the accuracy of the offeror ' s TIN .,10,ArialMT,400,13,108,407.63,178.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 3 ) Taxpayer Identification Number ( TIN ).,10,Arial-ItalicMT,400,13,108,290.27,155.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] TIN : ___________________.,10,ArialMT,400,13,108,249.15,143.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] TIN has been applied for .,10,ArialMT,400,13,108,231.37,132.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] TIN is not required because :,10,ArialMT,400,13,108,244.69,120.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] Offeror is a nonresident alien , foreign corporation , or foreign partnership that does not have income ",10,ArialMT,400,13,108,557.13,109.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
effectively connected with the conduct of a trade or business in the United States and does not have an,10,ArialMT,400,13,108,564.38,97.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
office or place of business or a fiscal paying agent in the United States ;,10,ArialMT,400,13,108,421.98,86.18,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Offeror is an agency or instrumentality of a foreign government ;,10,ArialMT,400,13,108,399.21,74.68,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Offeror is an agency or instrumentality of the Federal Government .,10,ArialMT,400,13,108,412.91,63.18,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 4 ) Type of organization .,10,ArialMT,400,14,108,216.38,712.12,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Sole proprietorship ;,10,ArialMT,400,14,108,205.79,700.62,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Partnership ;,10,ArialMT,400,14,108,172.99,689.12,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Corporate entity ( not tax-exempt );,10,ArialMT,400,14,108,268.58,677.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Corporate entity ( tax-exempt );,10,ArialMT,400,14,108,251.87,666.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] Government entity ( Federal , State , or local ); ",10,ArialMT,400,14,108,313.47,654.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Foreign government ;,10,ArialMT,400,14,108,211.35,643.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] International organization per 26 CFR 1.6049-4 ;,10,ArialMT,400,14,108,330.83,631.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Other ___________.,10,ArialMT,400,14,108,210.8,620.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 5 ) Common parent .,10,ArialMT,400,14,108,197.43,597.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Offeror is not owned or controlled by a common parent ;,10,ArialMT,400,14,108,363.5,585.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] Name and TIN of common parent :,10,ArialMT,400,14,108,270.18,574.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
Name ____________________.,10,ArialMT,400,14,144,287.41,562.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
TIN _____________________.,10,ArialMT,400,14,144,282.39,551.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( m ) Restricted business operations in Sudan . By submission of its offer , the offeror certifies that the offeror does ",10,ArialMT,400,14,72,566.11,528.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
not conduct any restricted business operations in Sudan .,10,ArialMT,400,14,72,323.22,516.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( n ) Prohibition on Contracting with Inverted Domestic Corporations . ( 1 ) Government agencies are not permitted to,10,ArialMT,400,14,72,573.89,491.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"use appropriated ( or otherwise made available ) funds for contracts with either an inverted domestic corporation , ",10,ArialMT,400,14,72,564.93,479.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"or a subsidiary of an inverted domestic corporation , unless the exception at 9.108-2 ( b ) applies or the requirement ",10,ArialMT,400,14,72,571.68,468.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
is waived in accordance with the procedures at 9.108-4 .,10,ArialMT,400,14,72,318.75,456.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( 2 ) Representation . By submission of its offer , the offeror represents that- ",10,ArialMT,400,14,108,431.46,431.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( i ) It is not an inverted domestic corporation ; and,10,ArialMT,400,14,144,357.88,419.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( ii ) It is not a subsidiary of an inverted domestic corporation .,10,ArialMT,400,14,144,407.93,408.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( o ) Prohibition on contracting with entities engaging in certain activities or transactions relating to Iran . ( 1 ) The,10,Arial-ItalicMT,400,14,72,556.1,385.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
offeror shall email questions concerning sensitive technology to the Department of State at,10,ArialMT,400,14,72,472.2,373.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
CISADA106 @ state . gov .,10,ArialMT,400,14,72,179.34,362.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 2 ) Representation and certifications . Unless a waiver is granted or an exception applies as provided in,10,ArialMT,400,14,108,562.13,336.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"paragraph ( o )( 3 ) of this provision , by submission of its offer , the offeror- ",10,ArialMT,400,14,108,423.09,325.15,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( i ) Represents , to the best of its knowledge and belief , that the offeror does not export any ",10,ArialMT,400,14,144,540.89,299.65,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
sensitive technology to the government of Iran or any entities or individuals owned or controlled,10,ArialMT,400,14,144,564.75,288.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"by , or acting on behalf or at the direction of , the government of Iran ; ",10,ArialMT,400,14,144,442.49,276.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( ii ) Certifies that the offeror , or any person owned or controlled by the offeror , does not engage in ",10,ArialMT,400,14,144,571.42,265.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
any activities for which sanctions may be imposed under section 5 of the Iran Sanctions Act ; and,10,ArialMT,400,14,144,570.33,253.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( iii ) Certifies that the offeror , and any person owned or controlled by the offeror , does not ",10,ArialMT,400,14,144,534.75,242.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"knowingly engage in any transaction that exceeds $ 3,000 with Iran ' s Revolutionary Guard Corps ",10,ArialMT,400,14,144,569.48,230.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"or any of its officials , agents , or affiliates , the property and interests in property of which are ",10,ArialMT,400,14,144,546.96,219.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
blocked pursuant to the International Emergency Economic Powers Act ( 50 U . S . C . 1701 et seq .),10,ArialMT,400,14,144,569.74,207.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( see OFAC ' s Specially Designated Nationals and Blocked Persons List at,10,ArialMT,400,14,144,468.28,196.16,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
http :// www . treasury . gov / ofac / downloads / t11sdn . pdf ).,10,Arial-ItalicMT,400,14,144,376.17,184.66,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( 3 ) The representation and certification requirements of paragraph ( o )( 2 ) of this provision do not apply if-,10,ArialMT,400,14,108,568.22,161.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"( i ) This solicitation includes a trade agreements certification ( e . g ., 52.212-3 ( g ) or a comparable ",10,ArialMT,400,14,144,561.41,136.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
agency provision ); and,10,ArialMT,400,14,144,244.6,124.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( ii ) The offeror has certified that all the offered products to be supplied are designated country,10,ArialMT,400,14,144,557,113.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
end products .,10,ArialMT,400,14,144,204.56,101.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( p ) Ownership or Control of Offeror . ( Applies in all solicitations when there is a requirement to be registered in,10,ArialMT,400,14,72,555.55,78.67,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
SAM or a requirement to have a DUNS Number in the solicitation .,10,ArialMT,400,14,72,362.62,67.17,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 14 )( i ) 52.219-6 , Notice of Total Small Business Set-Aside ( NOV 2011 ) ( 15 U . S . C . 644 ). ",10,ArialMT,400,16,108,506.48,723.62,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( ii ) Alternate I ( NOV 2011 ).,10,ArialMT,400,16,144,273.37,712.12,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( iii ) Alternate II ( NOV 2011 ).,10,ArialMT,400,16,144,278.36,700.62,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 15 )( i ) 52.219-7 , Notice of Partial Small Business Set-Aside ( JUN 2003 ) ( 15 U . S . C . 644 ). ",10,ArialMT,400,16,108,510.31,689.12,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( ii ) Alternate I ( OCT 1995 ) of 52.219-7 .,10,ArialMT,400,16,144,326.23,677.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( iii ) Alternate II ( MAR 2004 ) of 52.219-7 .,10,ArialMT,400,16,144,332.38,666.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 16 ) 52.219-8 , Utilization of Small Business Concerns ( OCT 2014 ) ( 15 U . S . C . 637 ( d )( 2 ) and ( 3 )). ",10,ArialMT,400,16,108,545.37,654.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 17 )( i ) 52.219-9 , Small Business Subcontracting Plan ( OCT 2014 ) ( 15 U . S . C . 637 ( d )( 4 )). ",10,ArialMT,400,16,108,509.25,643.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( ii ) Alternate I ( OCT 2001 ) of 52.219-9 .,10,ArialMT,400,16,144,326.23,631.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( iii ) Alternate II ( OCT 2001 ) of 52.219-9 .,10,ArialMT,400,16,144,331.23,620.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
[ ] ( iv ) Alternate III ( OCT 2014 ) of 52.219-9 .,10,ArialMT,400,16,144,334.46,608.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 18 ) 52.219-13 , Notice of Set-Aside of Orders ( NOV 2011 ) ( 15 U . S . C . 644 ( r )). ",10,ArialMT,400,16,108,461.46,597.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 19 ) 52.219-14 , Limitations on Subcontracting ( NOV 2011 ) ( 15 U . S . C . 637 ( a )( 14 )). ",10,ArialMT,400,16,108,482.55,585.63,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 20 ) 52.219-16 , Liquidated Damages-Subcontracting Plan ( JAN 1999 ) ( 15 U . S . C . 637 ( d )( 4 )( F )( i )). ",10,ArialMT,400,16,108,549.28,574.13,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 21 ) 52.219-27 , Notice of Service-Disabled Veteran-Owned Small Business Set-Aside ( NOV 2011 ) ( 15 ",10,ArialMT,400,16,108,571.53,562.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
U . S . C . 657f ).,10,ArialMT,400,16,108,165.73,551.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 22 ) 52.219-28 , Post Award Small Business Program Rerepresentation ( JUL 2013 ) ( 15 U . S . C . ",10,ArialMT,400,16,108,534.81,539.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
632 ( a )( 2 )).,10,ArialMT,400,16,108,155.22,528.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 23 ) 52.219-29 , Notice of Set-Aside for Economically Disadvantaged Women-Owned Small Business ",10,ArialMT,400,16,108,564.84,516.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
( EDWOSB ) Concerns ( JUL 2013 ) ( 15 U . S . C . 637 ( m )).,10,ArialMT,400,16,108,346.84,505.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
"[ ] ( 24 ) 52.219-30 , Notice of Set-Aside for Women-Owned Small Business ( WOSB ) Concerns Eligible ",10,ArialMT,400,16,108,554.26,493.64,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
Under the WOSB Program ( JUL 2013 ) ( 15 U . S . C . 637 ( m )).,10,ArialMT,400,16,108,368.56,482.14,612,792,no,f76ef4b3f94cbb942e0b8c1081d22274bd427c27.file.pdf.tetml
